,num_critic_for_reviews,director_facebook_likes,actor_1_facebook_likes,genres,num_voted_users,cast_total_facebook_likes,num_user_for_reviews,budget,actor_2_facebook_likes,imdb_score,movie_facebook_likes
1094,218.0,628.0,14000.0,Comedy|Drama|Romance,318634,28886.0,1004.0,45000000.0,14000.0,7.7,52000.0
1098,48.0,41.0,982.0,Comedy|Drama|Romance|Sport,37911,3648.0,73.0,45000000.0,843.0,6.3,1000.0
1100,94.0,58.0,14000.0,Comedy|Family|Romance|Sport,30255,27351.0,118.0,45000000.0,8000.0,5.6,743.0
1101,276.0,37.0,11000.0,Adventure|Comedy|Sci-Fi,155745,14073.0,1053.0,50000000.0,2000.0,6.8,10000.0
1102,59.0,38.0,1000.0,Comedy|Family|Fantasy|Romance,9380,4604.0,91.0,26000000.0,641.0,4.3,531.0
1104,173.0,153.0,35000.0,Comedy|Romance,87165,49743.0,184.0,40000000.0,11000.0,6.5,12000.0
1109,127.0,160.0,550.0,Action|Crime|Thriller,79141,1102.0,355.0,25000000.0,216.0,6.5,2000.0
1110,122.0,29.0,427.0,Action|Adventure|Comedy,114692,1461.0,285.0,35000000.0,304.0,6.1,2000.0
1111,105.0,8.0,12000.0,Adventure|Animation|Comedy|Family|Fantasy,30055,33822.0,70.0,50000000.0,11000.0,5.9,593.0
1113,156.0,278.0,5000.0,Drama|Fantasy|Musical|Romance,91860,5405.0,524.0,45000000.0,117.0,7.4,14000.0
1117,39.0,29.0,2000.0,Action|Comedy|Crime|Drama|Thriller,15455,3855.0,80.0,45000000.0,461.0,5.3,451.0
1119,82.0,13.0,1000.0,Adventure|Comedy|Family|Fantasy|Sci-Fi,16580,3423.0,55.0,45000000.0,701.0,5.4,916.0
1122,432.0,38.0,409.0,Action|Sci-Fi,203461,578.0,588.0,35000000.0,107.0,7.1,46000.0
1126,343.0,2000.0,854.0,Mystery|Thriller,132423,2507.0,349.0,45000000.0,766.0,7.2,15000.0
1131,87.0,188.0,11000.0,Comedy|Crime|Thriller,17307,13917.0,186.0,40000000.0,1000.0,6.5,892.0
1134,24.0,170.0,849.0,Action|Thriller,3803,2457.0,41.0,45000000.0,623.0,4.9,68.0
1135,152.0,32.0,219.0,Action|Adventure|Comedy|Crime,89568,661.0,142.0,45000000.0,141.0,6.3,17000.0
1142,28.0,13.0,23000.0,Drama|Thriller,13995,26907.0,62.0,44000000.0,2000.0,5.6,353.0
1144,102.0,517.0,12000.0,Adventure|Drama|Western,9830,14255.0,189.0,44000000.0,849.0,6.8,1000.0
1146,159.0,118.0,11000.0,Drama|Horror|Sci-Fi|Thriller,28618,12876.0,91.0,40000000.0,1000.0,6.0,11000.0
1153,252.0,165.0,26000.0,Action|Crime|Thriller,117999,27834.0,181.0,40000000.0,956.0,6.6,16000.0
1154,375.0,97.0,17000.0,Action|Comedy|Crime,408302,19968.0,345.0,42000000.0,971.0,7.2,39000.0
1155,150.0,50.0,8000.0,Comedy|Drama|Romance,203269,9255.0,602.0,42000000.0,437.0,7.0,11000.0
1159,270.0,176.0,975.0,Action|Comedy|Crime,133177,4825.0,380.0,43000000.0,815.0,6.6,24000.0
1161,154.0,153.0,4000.0,Action|Comedy|Sport,74169,6727.0,112.0,42000000.0,828.0,6.5,17000.0
1162,114.0,73.0,11000.0,Crime|Drama|Mystery|Thriller,30077,15571.0,175.0,42000000.0,3000.0,6.3,893.0
1167,291.0,308.0,10000.0,Fantasy|Horror|Mystery|Thriller,91151,15369.0,283.0,42000000.0,2000.0,5.4,20000.0
1168,151.0,17.0,22000.0,Action|Crime|Drama|Thriller,42547,33585.0,265.0,42000000.0,9000.0,6.1,748.0
1170,168.0,487.0,12000.0,Crime|Drama|Thriller,248123,12076.0,437.0,50000000.0,43.0,7.6,10000.0
1172,127.0,30.0,922.0,Action|Comedy|Crime|Romance|Thriller,34203,3301.0,169.0,40000000.0,786.0,5.3,19000.0
1173,293.0,133.0,11000.0,Comedy,247020,12239.0,835.0,44000000.0,392.0,6.6,50000.0
1180,98.0,4.0,687.0,Action|Comedy|Fantasy,29861,1134.0,132.0,41000000.0,312.0,5.2,505.0
1182,258.0,20.0,107.0,Action|Crime|Thriller,125198,362.0,153.0,42000000.0,81.0,6.6,11000.0
1183,108.0,64.0,734.0,Comedy,34809,2085.0,125.0,41000000.0,574.0,6.2,11000.0
1185,538.0,737.0,34000.0,Crime|Drama,358416,83012.0,751.0,40000000.0,23000.0,7.3,63000.0
1186,224.0,98.0,16000.0,Comedy|Drama|Romance,227824,18656.0,273.0,40000000.0,896.0,6.7,10000.0
1190,362.0,456.0,1000.0,Drama|Romance,220020,4585.0,1360.0,40000000.0,935.0,4.1,101000.0
1194,319.0,532.0,480.0,Action|Biography|Drama|Thriller|War,203963,1261.0,420.0,40000000.0,449.0,7.6,58000.0
1197,556.0,21000.0,10000.0,Biography|Drama,479453,10555.0,696.0,40000000.0,349.0,7.7,74000.0
1198,161.0,42.0,97.0,Comedy|Drama|Romance,132048,318.0,203.0,40000000.0,50.0,6.4,12000.0
1199,151.0,119.0,2000.0,Comedy,93748,5855.0,410.0,45000000.0,869.0,5.1,1000.0
1202,173.0,164.0,8000.0,Comedy|Crime,85629,12556.0,144.0,40000000.0,2000.0,6.0,14000.0
1205,216.0,241.0,11000.0,Biography|Drama|Sport,66511,16911.0,200.0,40000000.0,3000.0,7.5,28000.0
1207,218.0,101.0,13000.0,Comedy,97045,16179.0,285.0,35000000.0,899.0,5.7,55000.0
1208,118.0,155.0,23000.0,Adventure|Drama|Family,48806,24300.0,263.0,40000000.0,984.0,7.3,11000.0
1209,241.0,278.0,22000.0,Comedy|Drama,130661,36010.0,304.0,35000000.0,11000.0,7.2,54000.0
1213,374.0,436.0,3000.0,Crime|Thriller,656640,3924.0,1732.0,40000000.0,472.0,8.1,13000.0
1218,65.0,14.0,17000.0,Comedy|Crime,31968,19334.0,82.0,40000000.0,826.0,4.6,663.0
1219,125.0,563.0,24000.0,Adventure|Comedy|Crime|Romance,87351,43917.0,344.0,34000000.0,11000.0,6.1,2000.0
1220,322.0,11000.0,769.0,Biography|Drama|Sport|War,103589,2938.0,351.0,65000000.0,698.0,7.2,35000.0
1222,191.0,415.0,982.0,Comedy|Romance,104481,2357.0,189.0,40000000.0,971.0,6.0,16000.0
1224,459.0,14000.0,15000.0,Drama|History|Thriller,178118,16944.0,355.0,40000000.0,535.0,7.6,55000.0
1231,274.0,65.0,11000.0,Crime|Drama|Thriller,173848,13943.0,203.0,40000000.0,980.0,7.3,25000.0
1232,349.0,174.0,14000.0,Action|Mystery|Thriller,210542,17152.0,332.0,30000000.0,903.0,6.9,29000.0
1233,341.0,22000.0,23000.0,Drama|Mystery|Sci-Fi|Thriller,844052,63986.0,1100.0,40000000.0,20000.0,8.5,49000.0
1234,196.0,51.0,18000.0,Comedy|Crime,114294,30571.0,187.0,42000000.0,11000.0,6.3,12000.0
1238,351.0,190.0,2000.0,Action|Adventure|Sci-Fi|Thriller,171418,4243.0,619.0,40000000.0,1000.0,6.4,17000.0
1239,16.0,425.0,954.0,Comedy|Crime|Romance,7900,2179.0,34.0,40000000.0,568.0,5.9,263.0
1243,169.0,54.0,3000.0,Comedy|Drama|Family|Fantasy,37398,9069.0,110.0,25000000.0,2000.0,6.6,11000.0
1244,128.0,10.0,1000.0,Comedy|Romance,54421,4298.0,101.0,40000000.0,689.0,5.8,3000.0
1245,249.0,16000.0,880.0,Biography|Drama|Music|Musical,25465,2281.0,190.0,40000000.0,413.0,6.9,16000.0
1249,25.0,323.0,472.0,Adventure|Drama|Romance,17443,519.0,56.0,40000000.0,47.0,6.0,694.0
1254,342.0,99.0,176.0,Adventure|Comedy|Sci-Fi,192462,390.0,334.0,40000000.0,61.0,7.0,42000.0
1261,277.0,77.0,703.0,Horror,83788,3074.0,227.0,40000000.0,682.0,5.9,20000.0
1262,90.0,6.0,711.0,Comedy|Crime|Romance,29968,2913.0,117.0,40000000.0,683.0,5.8,445.0
1263,157.0,75.0,18000.0,Drama,95860,23920.0,660.0,40000000.0,3000.0,7.2,16000.0
1266,146.0,65.0,1000.0,Comedy|Drama,50199,3239.0,101.0,40000000.0,613.0,5.7,702.0
1267,303.0,3000.0,14000.0,Comedy|Western,136093,28927.0,416.0,40000000.0,9000.0,6.1,24000.0
1269,283.0,335.0,15000.0,Adventure|Drama|Mystery,81298,15595.0,341.0,40000000.0,467.0,6.9,39000.0
1272,110.0,18.0,2000.0,Action|Adventure|Crime|Thriller,25346,3753.0,167.0,40000000.0,1000.0,5.7,470.0
1274,100.0,55.0,3000.0,Crime|Drama|Horror|Thriller,12093,4565.0,188.0,40000000.0,941.0,5.1,394.0
1275,62.0,39.0,607.0,Comedy,10446,1335.0,105.0,40000000.0,322.0,5.3,279.0
1279,94.0,7.0,18000.0,Drama|Romance,70292,29484.0,274.0,40000000.0,9000.0,6.7,8000.0
1282,12.0,545.0,783.0,Comedy|Drama,13830,3126.0,61.0,40000000.0,754.0,6.1,680.0
1283,201.0,118.0,877.0,Action|Crime|Drama|Thriller,76498,3432.0,203.0,40000000.0,738.0,6.4,15000.0
1285,104.0,105.0,22000.0,Crime|Drama|Mystery|Thriller,21319,34377.0,166.0,60000000.0,11000.0,6.2,416.0
1288,50.0,17.0,14000.0,Drama|Thriller,16741,17877.0,60.0,40000000.0,940.0,6.2,309.0
1291,40.0,58.0,12000.0,Action|Crime|Thriller,14226,14008.0,60.0,40000000.0,975.0,5.9,555.0
1292,102.0,19.0,13000.0,Action|Crime|Drama|Thriller,27305,14463.0,284.0,40000000.0,530.0,5.1,604.0
1293,371.0,171.0,6000.0,Drama|Thriller,145270,7099.0,322.0,45000000.0,382.0,7.6,54000.0
1294,49.0,124.0,636.0,Action|Adventure|Comedy|Music|Thriller,8692,3374.0,126.0,51000000.0,631.0,4.2,754.0
1296,86.0,65.0,11000.0,Comedy|Romance,19364,12566.0,128.0,40000000.0,944.0,5.8,835.0
1299,70.0,29.0,976.0,Comedy|Crime|Family|Romance,17722,3974.0,111.0,30000000.0,799.0,4.8,849.0
1302,54.0,22.0,2000.0,Drama,10413,4327.0,111.0,40000000.0,642.0,6.3,579.0
1303,104.0,37.0,2000.0,Crime|Horror|Thriller,17309,4262.0,388.0,42000000.0,886.0,3.3,612.0
1305,159.0,118.0,11000.0,Drama|Horror|Sci-Fi|Thriller,28618,12876.0,91.0,40000000.0,1000.0,6.0,11000.0
1308,32.0,5.0,521.0,Action|Adventure|Drama|Thriller,2933,1883.0,70.0,36000000.0,372.0,4.7,328.0
1309,75.0,7.0,2000.0,Action|Sci-Fi,24216,4024.0,162.0,24000000.0,577.0,4.1,401.0
1310,219.0,22.0,12000.0,Action|Horror|Mystery|Sci-Fi|Thriller,121432,14127.0,310.0,33000000.0,2000.0,6.8,10000.0
1311,83.0,39.0,1000.0,Drama|Mystery|Sci-Fi|Thriller,19986,2664.0,207.0,40000000.0,1000.0,6.2,892.0
1312,53.0,18.0,3000.0,Action|Adventure|Thriller,4821,4123.0,82.0,40000000.0,545.0,4.5,158.0
1313,61.0,8.0,545.0,Comedy|Fantasy|Sci-Fi,15130,1149.0,98.0,40000000.0,248.0,5.8,565.0
1318,66.0,13.0,15000.0,Action|Adventure|Family|Thriller,20201,15638.0,187.0,40000000.0,460.0,5.1,823.0
1320,79.0,34.0,11000.0,Comedy|Crime|Drama|Thriller,54650,13821.0,223.0,20000000.0,922.0,6.2,12000.0
1324,30.0,44.0,1000.0,Drama|History|War,3322,2115.0,32.0,25000000.0,580.0,6.0,265.0
1325,488.0,584.0,11000.0,Action|Drama|Sci-Fi|Thriller,181472,12286.0,514.0,39200000.0,557.0,7.0,58000.0
1328,118.0,295.0,720.0,Action|Drama|Fantasy,136580,2630.0,545.0,23000000.0,581.0,7.6,15000.0
1329,44.0,50.0,218.0,Action|Adventure|Drama|Fantasy|War,62756,554.0,410.0,18026148.0,133.0,8.4,21000.0
1330,214.0,124.0,152.0,Drama|Fantasy|Romance|Sci-Fi,114925,568.0,234.0,39000000.0,142.0,7.1,13000.0
1332,187.0,357.0,23000.0,Action|Crime|Thriller,272227,45327.0,988.0,38000000.0,14000.0,6.7,14000.0
1333,370.0,13000.0,940.0,Animation|Comedy|Family|Horror|Sci-Fi,73886,4774.0,165.0,39000000.0,925.0,7.0,25000.0
1335,76.0,534.0,865.0,Biography|Drama|Romance|Sport,5917,2972.0,50.0,39000000.0,534.0,5.3,177.0
1337,211.0,88.0,22000.0,Comedy|Sport,46480,36009.0,115.0,40000000.0,13000.0,6.4,12000.0
1340,174.0,126.0,18000.0,Comedy|Romance,163665,22436.0,169.0,38000000.0,957.0,6.5,9000.0
1341,23.0,36.0,592.0,Comedy,17810,2176.0,73.0,39000000.0,516.0,5.7,478.0
1345,279.0,508.0,21000.0,Drama|Romance,95367,36062.0,260.0,38000000.0,11000.0,6.9,33000.0
1350,116.0,7.0,931.0,Comedy|Crime|Romance,44168,2912.0,216.0,35000000.0,754.0,6.2,989.0
1351,76.0,99.0,598.0,Action|Comedy|Crime,23473,3552.0,123.0,30000000.0,557.0,4.4,8000.0
1352,106.0,43.0,308.0,Drama|Romance,19686,1440.0,180.0,38000000.0,285.0,5.6,689.0
1353,55.0,11.0,854.0,Comedy|Drama,8433,2765.0,85.0,38000000.0,543.0,5.5,168.0
1355,47.0,150.0,24000.0,Crime|Drama|Mystery|Thriller,14066,24547.0,75.0,38000000.0,210.0,6.1,352.0
1357,323.0,304.0,940.0,Drama,86955,3277.0,275.0,10000000.0,906.0,7.3,12000.0
1360,302.0,123.0,14000.0,Action|Sci-Fi|Thriller,125305,17551.0,343.0,38000000.0,924.0,6.4,39000.0
1361,38.0,11.0,37.0,Crime|Mystery|Thriller,9740,74.0,81.0,37000000.0,12.0,6.4,389.0
1362,31.0,49.0,1000.0,Action|Adventure|Drama|Thriller|Western,4757,2120.0,67.0,38000000.0,569.0,5.2,474.0
1365,21.0,2.0,4000.0,Adventure|Comedy|History|Romance,6691,4900.0,28.0,38000000.0,476.0,4.8,366.0
1367,194.0,5.0,17000.0,Action|Adventure|Sci-Fi|Thriller,55617,19974.0,266.0,38000000.0,1000.0,5.2,14000.0
1370,170.0,52.0,10000.0,Comedy|Drama|Romance,57266,13396.0,89.0,40000000.0,2000.0,5.7,14000.0
1373,393.0,2000.0,26000.0,Action|Biography|Drama|Sport,312629,37206.0,475.0,38000000.0,10000.0,8.1,83000.0
1376,148.0,11.0,2000.0,Comedy|Romance,39440,4882.0,83.0,38000000.0,756.0,6.1,15000.0
1378,350.0,308.0,17000.0,Drama|Fantasy|Romance,348007,44060.0,1535.0,37000000.0,12000.0,5.2,19000.0
1381,289.0,43.0,740.0,Comedy|Crime,316671,3425.0,301.0,37000000.0,707.0,7.0,35000.0
1382,14.0,35.0,463.0,Action|Adventure|Sci-Fi,4387,599.0,21.0,29500000.0,35.0,5.3,240.0
1385,265.0,38.0,496.0,Comedy|Sci-Fi,139184,1272.0,243.0,36000000.0,390.0,6.4,12000.0
1387,126.0,287.0,9000.0,Action|Adventure|Crime|Drama|Family|Fantasy|Romance|Thriller,31113,10838.0,212.0,34000000.0,1000.0,5.7,852.0
1389,138.0,488.0,15000.0,Comedy|Drama|Romance,39778,44037.0,172.0,37000000.0,14000.0,5.4,11000.0
1391,95.0,96.0,746.0,Drama|Mystery|Romance|Thriller,12375,2393.0,194.0,36000000.0,602.0,6.8,846.0
1392,267.0,101.0,12000.0,Drama|Horror|Mystery|Thriller,75864,19904.0,197.0,37000000.0,3000.0,6.0,23000.0
1393,175.0,487.0,685.0,Drama|Sci-Fi|Thriller,220591,1942.0,641.0,36000000.0,485.0,7.8,17000.0
1394,63.0,31.0,944.0,Biography|Comedy|Romance,1977,2928.0,64.0,36000000.0,886.0,5.3,133.0
1395,85.0,16.0,541.0,Adventure|Animation|Comedy|Family|Sci-Fi,8860,2268.0,45.0,37000000.0,521.0,4.5,279.0
1397,334.0,480.0,14000.0,Comedy,583341,17623.0,626.0,35000000.0,839.0,7.8,24000.0
1398,78.0,25.0,461.0,Action|Biography|Drama|History,21912,615.0,45.0,36000000.0,79.0,7.2,12000.0
1400,186.0,13000.0,920.0,Action|Adventure,269033,2725.0,817.0,35000000.0,549.0,7.6,12000.0
1401,77.0,596.0,877.0,Biography|Drama|War,3865,3497.0,53.0,36000000.0,794.0,5.9,2000.0
1403,261.0,102.0,768.0,Biography|Drama|Sport,223127,3389.0,420.0,29000000.0,734.0,7.7,38000.0
1406,340.0,91.0,18000.0,Comedy|Crime,353442,18669.0,387.0,35000000.0,464.0,6.9,31000.0
1407,493.0,1000.0,13000.0,Adventure|Drama|Western,240962,25964.0,724.0,38000000.0,12000.0,7.7,36000.0
1410,275.0,91.0,4000.0,Comedy|Crime,97664,5826.0,232.0,35000000.0,904.0,5.7,17000.0
1414,104.0,8.0,1000.0,Comedy|Romance,33887,2689.0,160.0,35000000.0,358.0,5.9,919.0
1416,177.0,161.0,18000.0,Crime|Drama|Mystery|Thriller,414219,19129.0,625.0,35000000.0,398.0,8.3,11000.0
1426,238.0,87.0,15000.0,Comedy|Romance,270228,20956.0,194.0,35000000.0,3000.0,6.6,41000.0
1428,405.0,102.0,15000.0,Biography|Comedy|Drama|History|Music,117719,19809.0,306.0,35000000.0,2000.0,7.5,39000.0
1433,120.0,42.0,49000.0,Comedy|Romance,32157,52566.0,119.0,35000000.0,838.0,5.3,913.0
1438,223.0,365.0,887.0,Fantasy|Horror,105446,3876.0,321.0,10700000.0,770.0,7.4,11000.0
1441,360.0,487.0,20000.0,Action|Sci-Fi|Thriller,304318,34011.0,463.0,40000000.0,10000.0,6.7,52000.0
1443,128.0,42.0,969.0,Comedy|Drama|Romance,48019,2371.0,153.0,35000000.0,826.0,5.9,13000.0
1448,193.0,2000.0,396.0,Biography|Drama|War,497946,1075.0,761.0,35000000.0,338.0,8.5,21000.0
1453,392.0,16000.0,29000.0,Biography|Crime|Drama,102728,36258.0,279.0,35000000.0,6000.0,6.6,16000.0
1454,208.0,192.0,1000.0,Horror|Mystery,86205,3185.0,232.0,35000000.0,915.0,6.2,5000.0
1459,100.0,24.0,591.0,Action|Adventure|Sci-Fi,38017,2603.0,247.0,20000000.0,488.0,6.4,12000.0
1461,211.0,357.0,907.0,Action|Crime|Mystery|Thriller,28257,2471.0,151.0,35000000.0,445.0,5.1,11000.0
1468,219.0,15.0,10000.0,Biography|Drama|Sport,44788,13371.0,138.0,35000000.0,979.0,7.1,23000.0
1469,180.0,309.0,327.0,Action|Mystery|Thriller,65044,561.0,173.0,35000000.0,73.0,5.0,13000.0
1470,93.0,2.0,1000.0,Adventure|Animation|Comedy|Family|War,15788,1908.0,80.0,35000000.0,766.0,5.6,538.0
1475,248.0,192.0,23000.0,Action|Crime|Thriller,95274,24669.0,178.0,35000000.0,1000.0,6.5,20000.0
1478,224.0,138.0,26000.0,Action|Crime|Romance|Thriller,90046,28479.0,141.0,35000000.0,968.0,6.2,17000.0
1484,13.0,468.0,605.0,Action|Drama|Thriller|War,4795,1290.0,39.0,35000000.0,367.0,5.7,452.0
1487,44.0,10.0,694.0,Action|Western,12077,1668.0,162.0,35000000.0,605.0,6.0,433.0
1491,67.0,85.0,635.0,Action|Comedy|Thriller,11512,1352.0,141.0,35000000.0,316.0,4.8,471.0
1492,233.0,453.0,1000.0,Action|Crime|Drama|Thriller,47498,1458.0,212.0,35000000.0,206.0,5.7,10000.0
1493,112.0,241.0,13000.0,Action|Mystery|Thriller,14962,14165.0,204.0,38000000.0,891.0,5.1,704.0
1495,63.0,12.0,2000.0,Action|Adventure|Family|Sci-Fi,15015,5022.0,113.0,35000000.0,826.0,4.2,494.0
1500,10.0,503.0,2000.0,Drama,10410,4334.0,71.0,35000000.0,864.0,6.9,892.0
1501,12.0,138.0,848.0,Crime|Drama,23181,3227.0,129.0,35000000.0,674.0,8.0,6000.0
1502,50.0,55.0,1000.0,Action|Drama|Sci-Fi|Thriller,11747,3125.0,99.0,35000000.0,1000.0,6.4,561.0
1511,297.0,47.0,988.0,Action|Mystery|Sci-Fi|Thriller,310903,1783.0,524.0,34000000.0,149.0,6.8,38000.0
1515,68.0,3.0,372.0,Action|Adventure|Comedy|Drama|Thriller,8367,1274.0,94.0,34000000.0,248.0,5.2,120.0
1518,117.0,88.0,989.0,Drama|Romance,50041,3386.0,116.0,34000000.0,970.0,7.1,23000.0
1519,107.0,7.0,40000.0,Drama|Sci-Fi|Thriller,45497,52621.0,260.0,34000000.0,9000.0,5.3,1000.0
1520,52.0,46.0,818.0,Adventure|Drama|Romance,3740,1778.0,61.0,34000000.0,649.0,5.6,314.0
1522,211.0,56.0,113.0,Biography|Drama|History,21223,301.0,108.0,35000000.0,98.0,7.1,13000.0
1525,107.0,43.0,2000.0,Action|Comedy|Crime|Drama|Thriller,27580,5942.0,232.0,33000000.0,1000.0,5.5,742.0
1526,100.0,67.0,826.0,Action|Comedy|Crime,66941,1790.0,148.0,30000000.0,436.0,5.1,1000.0
1529,121.0,35.0,3000.0,Drama|Music|Romance,45394,4863.0,72.0,33000000.0,594.0,6.5,19000.0
1530,285.0,160.0,852.0,Action|Adventure|Crime|Drama|Thriller,115649,2604.0,1033.0,33000000.0,521.0,5.6,4000.0
1531,103.0,10.0,18000.0,Crime|Horror|Mystery|Thriller,22220,18688.0,181.0,33000000.0,223.0,5.3,463.0
1532,192.0,36.0,669.0,Action|Crime|Drama|Thriller,124242,2114.0,622.0,33000000.0,403.0,6.5,4000.0
1534,258.0,132.0,26000.0,Action|Crime|Thriller,83097,27759.0,134.0,30000000.0,828.0,6.5,12000.0
1535,56.0,179.0,11000.0,Comedy|Drama|Romance,24826,13093.0,175.0,38000000.0,617.0,6.0,783.0
1536,197.0,37.0,11000.0,Action|Adventure|Fantasy|Sci-Fi,681857,13649.0,647.0,32500000.0,1000.0,8.4,14000.0
1538,299.0,335.0,14000.0,Drama|Romance,189812,14504.0,370.0,32000000.0,388.0,7.6,15000.0
1540,152.0,4000.0,22000.0,Comedy|Family|Fantasy|Romance,147597,43354.0,395.0,33000000.0,11000.0,6.9,21000.0
1543,88.0,503.0,13000.0,Comedy|Drama|Fantasy,61396,18734.0,159.0,32000000.0,1000.0,7.0,11000.0
1545,371.0,176.0,722.0,Comedy|Romance,218711,3229.0,485.0,32500000.0,655.0,6.8,27000.0
1546,418.0,133.0,17000.0,Comedy|Fantasy,310540,38751.0,669.0,32000000.0,11000.0,6.7,97000.0
1554,224.0,541.0,8000.0,Mystery|Thriller,164608,10938.0,383.0,32000000.0,912.0,6.4,10000.0
1556,56.0,14000.0,16000.0,Action|Comedy|War,25193,20201.0,217.0,35000000.0,1000.0,5.9,2000.0
1561,90.0,29.0,638.0,Comedy|Romance,18771,961.0,102.0,28000000.0,160.0,5.9,702.0
1563,197.0,238.0,1000.0,Action|Crime|Sci-Fi|Thriller,87768,2925.0,187.0,32000000.0,561.0,6.3,12000.0
1565,15.0,278.0,3000.0,Comedy|Family|Fantasy,5176,3864.0,30.0,30000000.0,359.0,5.3,350.0
1566,260.0,35.0,12000.0,Comedy,60596,32094.0,158.0,30000000.0,10000.0,5.9,13000.0
1567,18.0,10.0,3000.0,Animation|Comedy|Family|Fantasy|Musical,5600,7394.0,49.0,32000000.0,2000.0,6.9,643.0
1582,464.0,176.0,783.0,Action|Comedy|Fantasy|Sci-Fi,69790,2097.0,1211.0,144000000.0,370.0,5.5,62000.0
1590,214.0,23.0,17000.0,Drama|Romance,145852,18322.0,164.0,30000000.0,359.0,6.8,32000.0
1594,304.0,304.0,15000.0,Biography|Drama,87665,20035.0,323.0,30000000.0,1000.0,7.2,41000.0
1596,55.0,188.0,1000.0,Comedy|Fantasy,96607,3696.0,125.0,38000000.0,1000.0,6.8,5000.0
1600,216.0,21000.0,11000.0,Crime|Drama|Mystery|Thriller,1023511,22678.0,1080.0,33000000.0,11000.0,8.6,39000.0
1601,472.0,662.0,2000.0,Action|Sci-Fi|Thriller,531737,2639.0,1262.0,30000000.0,433.0,8.0,22000.0
1603,229.0,16000.0,616.0,Crime|Drama|Mystery|Thriller,338415,1942.0,935.0,25000000.0,541.0,8.0,12000.0
1604,268.0,16000.0,16000.0,Drama|Sport,482064,28830.0,1106.0,30000000.0,11000.0,8.1,14000.0
1606,177.0,415.0,33000.0,Drama|Romance,396396,34495.0,1111.0,29000000.0,638.0,7.9,57000.0
1611,57.0,380.0,12000.0,Drama|Romance|War|Western,112175,26388.0,329.0,30000000.0,11000.0,7.5,11000.0
1612,391.0,655.0,24000.0,Drama|Romance,270238,35209.0,452.0,25000000.0,10000.0,7.4,19000.0
1614,452.0,129.0,303.0,Comedy|Horror|Romance,184641,337.0,326.0,35000000.0,18.0,6.9,81000.0
1616,61.0,129.0,979.0,Comedy|Fantasy,19079,2911.0,122.0,30000000.0,891.0,5.4,602.0
1617,79.0,108.0,405.0,Comedy|Drama|Family,94435,1185.0,182.0,30000000.0,368.0,6.8,5000.0
1627,487.0,11000.0,617.0,Comedy|Fantasy|Romance,301149,1289.0,509.0,17000000.0,204.0,7.7,78000.0
1629,147.0,47.0,40000.0,Biography|Crime|Drama,198066,43453.0,426.0,30000000.0,1000.0,7.6,13000.0
1632,39.0,13.0,1000.0,Comedy|Family|Fantasy|Sport,15074,3679.0,72.0,30000000.0,889.0,5.1,1000.0
1633,43.0,88.0,3000.0,Comedy|Crime,76850,4767.0,85.0,30000000.0,459.0,6.4,1000.0
1636,131.0,98.0,18000.0,Drama|Romance,167967,18726.0,243.0,30000000.0,631.0,7.1,20000.0
1638,316.0,456.0,19000.0,Drama|Mystery|Romance|War,192930,20499.0,581.0,30000000.0,1000.0,7.8,12000.0
1639,159.0,56.0,898.0,Comedy|Drama|Romance,74630,1026.0,156.0,30000000.0,60.0,6.5,13000.0
1644,478.0,777.0,455.0,Action|Crime|Drama|Mystery|Thriller,196217,1467.0,461.0,30000000.0,221.0,7.6,59000.0
1645,305.0,845.0,15000.0,Drama|Sport,147128,16881.0,277.0,30000000.0,1000.0,7.5,44000.0
1647,214.0,43.0,11000.0,Drama|Fantasy|Romance,93767,15327.0,209.0,25000000.0,2000.0,7.2,34000.0
1649,138.0,209.0,2000.0,Drama|Music|Romance,47297,4059.0,86.0,30000000.0,594.0,6.2,16000.0
1651,253.0,395.0,8000.0,Comedy|Drama|Fantasy|Romance,186977,8362.0,529.0,38000000.0,189.0,7.6,13000.0
1653,634.0,246.0,26000.0,Fantasy|Horror|Mystery|Thriller,277172,29551.0,986.0,30000000.0,821.0,7.0,66000.0
1658,417.0,456.0,157.0,Action|Drama|Thriller,159198,257.0,438.0,30000000.0,33.0,6.8,38000.0
1660,59.0,40.0,663.0,Action|Adventure|Fantasy|Sci-Fi|Thriller,36363,2266.0,256.0,30000000.0,349.0,3.7,1000.0
1662,359.0,108.0,17000.0,Drama|Fantasy|Horror,108242,20051.0,371.0,30000000.0,2000.0,5.9,39000.0
1666,64.0,39.0,1000.0,Comedy|Crime,12466,3664.0,84.0,45000000.0,611.0,5.5,304.0
1667,263.0,30.0,940.0,Action|Adventure|Animation|Drama|Mystery|Sci-Fi|Thriller,111117,1594.0,245.0,30000000.0,271.0,7.1,13000.0
1671,85.0,14.0,577.0,Comedy,30651,1653.0,267.0,19000000.0,291.0,3.4,1000.0
1673,165.0,150.0,521.0,Biography|Drama|Music,15843,2060.0,104.0,30000000.0,491.0,6.9,11000.0
1674,64.0,73.0,11000.0,Drama,9283,12785.0,112.0,30000000.0,882.0,7.0,592.0
1676,147.0,425.0,973.0,Comedy|Romance|Sci-Fi,53884,2737.0,203.0,30000000.0,776.0,5.1,1000.0
1677,242.0,301.0,2000.0,Horror|Mystery|Thriller,54447,5697.0,201.0,30000000.0,1000.0,6.2,18000.0
